"Income Monthly","Monthly Debt","Credit Score","Loan Amount","DTI","Employment Status","Defaults","Loan Status","Loan Period (Months)"
"61983","35019","628","1163585","56.5","Self-Employed","No","approved","12"
"118561","60820","480","2453979","51.3","Self-Employed","No","rejected","36"
"44402","3835","426","379066","8.64","Self-Employed","No","rejected","240"
"158345","25181","701","1948052","15.9","Self-Employed","No","approved","240"
"151693","72472","460","1699926","47.78","Self-Employed","No","rejected","48"
"12049","4219","443","1636123","35.02","Self-Employed","No","rejected","12"
"45210","1705","592","2017771","3.77","Employed","No","approved","120"
"156076","77866","607","1546415","49.89","Self-Employed","No","approved","48"
"82971","34418","563","1022179","41.48","Self-Employed","No","approved","60"
"194333","32700","445","316322","16.83","Employed","No","rejected","60"
"55625","22339","715","2369837","40.16","Employed","No","approved","120"
"14757","6013","619","2491356","40.75","Employed","No","rejected","48"
"0","0","738","623066","0","Employed","No","rejected","120"
"103849","1663","575","477831","1.6","Employed","No","approved","24"
"123003","29762","659","151611","24.2","Employed","No","approved","60"
"83215","10319","425","934750","12.4","Employed","No","rejected","120"
"174714","68245","600","1888207","39.06","Employed","No","approved","12"
"37336","19218","641","725071","51.47","Self-Employed","No","approved","120"
"52313","8383","553","1983596","16.02","Employed","No","approved","120"
"152067","28340","597","908646","18.64","Employed","No","approved","60"
"122725","25297","708","1615075","20.61","Self-Employed","No","approved","240"
"75646","26617","628","1016384","35.19","Employed","No","approved","12"
"138470","2381","539","1046364","1.72","Employed","No","approved","36"
"40452","14427","488","2134240","35.66","Employed","No","rejected","60"
"77060","33710","582","1903730","43.75","Self-Employed","No","approved","120"
"196525","98774","519","1332239","50.26","Employed","No","approved","24"
"128641","61845","436","1201482","48.08","Employed","No","rejected","36"
"158765","57694","717","510506","36.34","Self-Employed","No","approved","24"
"151002","13135","435","773134","8.7","Self-Employed","No","rejected","24"
"144165","5324","708","1249648","3.69","Employed","No","approved","120"
"25069","12217","664","49287","48.73","Self-Employed","No","approved","60"
"17683","2372","740","374276","13.41","Employed","No","approved","180"
"173487","55589","714","1741911","32.04","Employed","No","approved","36"
"41545","7339","772","1695453","17.67","Self-Employed","No","approved","60"
"163562","32620","797","152309","19.94","Employed","No","approved","48"
"0","0","527","418019","0","Self-Employed","No","rejected","12"
"59931","4487","455","457412","7.49","Employed","No","rejected","180"
"46258","9596","809","1438429","20.74","Employed","No","approved","24"
"171026","9659","744","1117337","5.65","Employed","No","approved","180"
"105488","39212","614","1141923","37.17","Self-Employed","No","approved","180"
"0","0","676","813985","0","Employed","No","rejected","240"
"106115","54143","779","1596917","51.02","Employed","No","approved","180"
"56411","28530","732","1104899","50.58","Self-Employed","No","approved","60"
"139881","52373","545","1150475","37.44","Self-Employed","No","approved","36"
"128060","73767","550","686467","57.6","Self-Employed","No","approved","24"
"69338","85","640","1736573","0.12","Self-Employed","No","approved","48"
"34812","15247","753","535289","43.8","Self-Employed","No","approved","120"
"140708","42656","630","1594932","30.32","Self-Employed","No","approved","12"
"0","0","601","1921234","0","Employed","No","rejected","120"
"97006","2439","680","1509697","2.51","Self-Employed","No","approved","36"
"30680","17530","518","703798","57.14","Self-Employed","No","approved","180"
"21228","9682","593","131255","45.61","Employed","No","approved","240"
"144770","32813","609","2162923","22.67","Employed","No","approved","12"
"158406","68155","720","2329958","43.03","Self-Employed","No","approved","240"
"134374","35181","688","207754","26.18","Self-Employed","No","approved","24"
"177974","28124","504","1716252","15.8","Employed","No","approved","24"
"174837","13247","718","1483597","7.58","Self-Employed","No","approved","120"
"49908","8943","475","455113","17.92","Employed","No","rejected","120"
"197408","4923","481","2455929","2.49","Employed","No","rejected","180"
"0","0","620","1445819","0","Self-Employed","No","rejected","240"
"163684","71177","601","637687","43.48","Employed","No","approved","180"
"23077","11264","500","2070392","48.81","Self-Employed","No","rejected","180"
"115955","20028","557","2267356","17.27","Self-Employed","No","approved","12"
"24756","7398","477","1603524","29.88","Self-Employed","No","rejected","120"
"86034","1624","474","1650485","1.89","Self-Employed","No","rejected","240"
"128875","44980","444","1721395","34.9","Self-Employed","No","rejected","12"
"0","0","529","555295","0","Employed","No","rejected","48"
"101029","39458","771","2329280","39.06","Employed","No","approved","24"
"132426","51073","473","1716385","38.57","Self-Employed","No","rejected","240"
"60843","15972","538","2477362","26.25","Employed","No","approved","12"
"118968","53621","841","57188","45.07","Employed","No","approved","180"
"111785","56570","652","1305220","50.61","Self-Employed","No","approved","120"
"76423","29753","577","1275684","38.93","Employed","No","approved","240"
"172349","73293","661","2222146","42.53","Self-Employed","No","approved","240"
"143241","69457","627","972118","48.49","Employed","No","approved","12"
"172793","13613","630","1920947","7.88","Employed","No","approved","120"
"105036","36739","718","628723","34.98","Employed","No","approved","36"
"78469","21614","482","389815","27.54","Self-Employed","No","rejected","12"
"29329","9887","503","2251747","33.71","Self-Employed","No","approved","240"
"14069","6883","575","2114231","48.92","Employed","No","rejected","60"
"37425","10464","692","1817413","27.96","Self-Employed","No","approved","12"
"22930","5724","655","1281707","24.96","Employed","No","approved","60"
"61336","30400","469","2272283","49.56","Self-Employed","No","rejected","60"
"42496","11308","810","687594","26.61","Employed","No","approved","180"
"118267","54585","603","1803891","46.15","Self-Employed","No","approved","24"
"18335","5699","609","925195","31.08","Employed","No","approved","180"
"15512","2247","609","1348753","14.49","Self-Employed","No","rejected","60"
"79676","38857","655","572026","48.77","Employed","No","approved","120"
"135783","27877","443","2517465","20.53","Employed","No","rejected","120"
"186772","59471","480","608084","31.84","Employed","No","rejected","240"
"12574","2117","804","2045593","16.84","Self-Employed","No","rejected","12"
"138167","62164","796","2045220","44.99","Employed","No","approved","12"
"111997","23607","558","1861300","21.08","Self-Employed","No","approved","36"
"120416","16555","602","1166646","13.75","Self-Employed","No","approved","24"
"173329","90173","734","1254889","52.02","Self-Employed","No","approved","36"
"0","0","611","2421863","0","Employed","No","rejected","12"
"12720","2567","577","1199686","20.18","Employed","No","rejected","60"
"178801","40971","431","475281","22.91","Self-Employed","No","rejected","36"
"118603","26852","684","792570","22.64","Self-Employed","No","approved","180"
"25997","2775","670","572001","10.67","Employed","No","approved","240"
"169826","7048","747","1405471","4.15","Self-Employed","No","approved","180"
"66406","28622","678","768559","43.1","Employed","No","approved","48"
"62003","23645","491","557285","38.14","Employed","No","rejected","180"
"119669","52636","610","448798","43.98","Self-Employed","No","approved","180"
"32597","8353","826","1653803","25.63","Self-Employed","No","approved","240"
"12113","867","765","976100","7.16","Employed","No","approved","60"
"101865","43072","809","1590546","42.28","Employed","No","approved","180"
"159489","92905","715","1148949","58.25","Self-Employed","No","approved","48"
"184121","45651","696","526140","24.79","Self-Employed","No","approved","48"
"51774","27166","777","1127405","52.47","Employed","No","approved","24"
"158528","94487","621","1238115","59.6","Employed","No","approved","12"
"21195","9943","812","32284","46.91","Self-Employed","No","approved","48"
"131300","29250","531","733685","22.28","Employed","No","approved","180"
"21045","1242","762","169901","5.9","Self-Employed","No","approved","180"
"201116","3391","482","1401451","1.69","Employed","No","rejected","12"
"15158","2335","531","1873552","15.4","Self-Employed","No","rejected","240"
"11136","945","639","1937193","8.49","Employed","No","rejected","240"
"42233","6034","721","1389447","14.29","Employed","No","approved","24"
"31570","11842","627","1841105","37.51","Employed","No","approved","48"
"73398","10403","644","1164460","14.17","Employed","No","approved","36"
"53615","1793","841","1387287","3.34","Employed","Yes","rejected","12"
"125918","18740","713","2170199","14.88","Employed","Yes","rejected","12"
"101498","4769","844","1338321","4.7","Self-Employed","Yes","rejected","120"
"113942","40763","538","1051863","35.78","Employed","No","approved","120"
"164083","10484","653","1642716","6.39","Employed","No","approved","12"
"182170","17920","436","282517","9.84","Employed","Yes","rejected","240"
"35654","3208","762","1367266","9","Self-Employed","Yes","rejected","12"
"0","0","421","2187908","0","Self-Employed","Yes","rejected","24"
"148869","17974","679","1270382","12.07","Self-Employed","Yes","rejected","48"
"109909","5864","838","684653","5.34","Employed","Yes","rejected","120"
"48290","26179","737","1986858","54.21","Self-Employed","Yes","rejected","180"
"145208","21756","819","905979","14.98","Self-Employed","Yes","rejected","180"
"168078","94243","575","1459687","56.07","Self-Employed","No","approved","240"
"120007","64276","457","2508353","53.56","Employed","No","rejected","60"
"166888","47478","704","2022830","28.45","Self-Employed","No","approved","120"
"0","0","739","2433682","0","Employed","Yes","rejected","120"
"141413","19193","740","2433662","13.57","Self-Employed","No","approved","240"
"157434","8113","512","1424031","5.15","Employed","No","approved","24"
"41377","17499","656","1865613","42.29","Self-Employed","Yes","rejected","180"
"73639","26192","761","643986","35.57","Self-Employed","No","approved","180"
"0","0","749","448640","0","Self-Employed","Yes","rejected","180"
"177926","30538","742","967814","17.16","Employed","Yes","rejected","48"
"62648","228","841","1120119","0.36","Self-Employed","No","approved","180"
"73618","43418","784","2038593","58.98","Self-Employed","No","approved","48"
"152191","70283","679","1326995","46.18","Employed","Yes","rejected","60"
"151073","17218","532","767448","11.4","Self-Employed","Yes","rejected","48"
"146985","83672","843","1543283","56.93","Self-Employed","Yes","rejected","36"
"87740","26893","691","924819","30.65","Self-Employed","No","approved","24"
"195365","60969","426","2319715","31.21","Self-Employed","Yes","rejected","24"
"34897","10354","586","368539","29.67","Self-Employed","No","approved","24"
"89213","6128","656","2371969","6.87","Employed","No","approved","36"
"0","0","771","507092","0","Employed","Yes","rejected","60"
"145532","61338","501","2355147","42.15","Self-Employed","Yes","rejected","48"
"115590","12378","493","1879289","10.71","Employed","Yes","rejected","24"
"203564","38661","770","871385","18.99","Employed","No","approved","240"
"166759","19293","784","402896","11.57","Self-Employed","Yes","rejected","180"
"88601","12850","722","1606609","14.5","Employed","No","approved","180"
"23101","10808","574","2258462","46.79","Employed","Yes","rejected","240"
"112541","46202","587","2313654","41.05","Employed","No","approved","24"
"182193","58819","435","1546862","32.28","Self-Employed","Yes","rejected","180"
"140089","6150","580","1490543","4.39","Employed","No","approved","24"
"57608","18027","800","73471","31.29","Employed","No","approved","36"
"10517","4147","739","1899710","39.43","Employed","No","rejected","12"
"104859","6392","828","2109364","6.1","Self-Employed","No","approved","120"
"53698","187","776","554531","0.35","Employed","No","approved","48"
"207546","53043","652","2115785","25.56","Employed","Yes","rejected","120"
"72723","13367","644","123699","18.38","Employed","Yes","rejected","60"
"177232","10948","579","722270","6.18","Employed","No","approved","120"
"77429","23686","675","976964","30.59","Self-Employed","Yes","rejected","180"
"113413","12470","603","1308162","11","Employed","No","approved","12"
"147628","29560","525","1832921","20.02","Self-Employed","Yes","rejected","240"
"195781","106979","582","1281610","54.64","Self-Employed","Yes","rejected","12"
"54944","28356","650","2344095","51.61","Self-Employed","Yes","rejected","60"
"84226","25162","830","1977664","29.87","Self-Employed","No","approved","180"
"50670","13198","647","519844","26.05","Employed","No","approved","120"
"207293","10762","800","264505","5.19","Employed","No","approved","60"
"153987","53159","450","1614291","34.52","Self-Employed","No","rejected","12"
"64030","31057","465","2025850","48.5","Self-Employed","Yes","rejected","12"
"88269","10188","717","632583","11.54","Employed","Yes","rejected","240"
"84610","45107","634","2227032","53.31","Employed","Yes","rejected","24"
"15306","5533","745","2181107","36.15","Employed","No","rejected","12"
"117904","57608","507","788324","48.86","Self-Employed","Yes","rejected","48"
"19625","6450","583","312770","32.87","Employed","Yes","rejected","36"
"0","0","426","1872799","0","Employed","Yes","rejected","48"
"170178","80336","466","558593","47.21","Self-Employed","No","rejected","12"
"62671","28348","761","2214985","45.23","Employed","No","approved","24"
"197721","23368","646","1648819","11.82","Employed","No","approved","12"
"124048","34701","787","278836","27.97","Employed","No","approved","24"
"146909","31000","526","736841","21.1","Self-Employed","Yes","rejected","24"
"92731","52951","625","395078","57.1","Employed","No","approved","36"
"131375","51246","476","1037723","39.01","Self-Employed","No","rejected","120"
"201342","29330","593","2518773","14.57","Employed","No","approved","60"
"131472","62928","713","419569","47.86","Self-Employed","No","approved","36"
"0","0","725","284114","0","Self-Employed","No","rejected","240"
"64980","12083","425","2303873","18.59","Employed","No","rejected","36"
"14992","3846","785","1173516","25.65","Self-Employed","No","approved","24"
"0","0","689","1839069","0","Self-Employed","No","rejected","12"
"0","0","768","1898152","0","Employed","Yes","rejected","24"
"158700","56599","443","129454","35.66","Employed","Yes","rejected","24"
"0","0","512","792860","0","Self-Employed","No","rejected","180"
"0","0","832","2323134","0","Employed","No","rejected","36"
"25602","12729","730","2118970","49.72","Self-Employed","No","approved","120"
"201687","94362","471","1487603","46.79","Self-Employed","No","rejected","48"
"146716","86960","582","110688","59.27","Employed","Yes","rejected","24"
"173281","82255","635","1489496","47.47","Self-Employed","Yes","rejected","180"
"60226","25761","531","2103071","42.77","Employed","Yes","rejected","60"
"158401","33956","565","2016398","21.44","Self-Employed","No","approved","180"
"159029","57580","618","1689507","36.21","Employed","No","approved","24"
"161263","87039","523","155994","53.97","Employed","No","approved","24"
"111781","30598","449","2267225","27.37","Employed","No","rejected","120"
"81892","45301","511","2416894","55.32","Self-Employed","Yes","rejected","180"
"161588","67431","521","2021156","41.73","Self-Employed","Yes","rejected","240"
"105921","25380","429","1312727","23.96","Self-Employed","No","rejected","180"
"28909","242","839","2128900","0.84","Self-Employed","No","approved","12"
"179867","81810","820","1332106","45.48","Self-Employed","Yes","rejected","120"
"73191","37711","639","730773","51.52","Employed","No","approved","24"
"203301","7986","730","1040949","3.93","Employed","No","approved","36"
"206123","85204","461","2287608","41.34","Employed","No","rejected","48"
"51587","8146","824","143206","15.79","Self-Employed","No","approved","240"
"81986","17644","594","2257206","21.52","Self-Employed","Yes","rejected","180"
"184301","105608","447","87786","57.3","Self-Employed","No","rejected","24"
"88093","18200","699","322107","20.66","Employed","No","approved","36"
"177541","65330","429","2032864","36.8","Employed","Yes","rejected","240"
"57708","11389","761","1676641","19.74","Employed","Yes","rejected","48"
"0","0","457","1210513","0","Employed","No","rejected","240"
"125159","7751","497","723413","6.19","Self-Employed","No","rejected","240"
"188500","28032","821","419387","14.87","Employed","No","approved","120"
"154023","67751","687","1264296","43.99","Employed","Yes","rejected","240"
"73787","20989","803","1543577","28.45","Employed","No","approved","36"
"142673","25540","606","2443781","17.9","Employed","No","approved","48"
"54291","1893","824","1746152","3.49","Self-Employed","No","approved","48"
"130759","61092","811","1811040","46.72","Self-Employed","No","approved","60"
"67072","5209","743","28976","7.77","Employed","Yes","rejected","180"
"0","0","756","1365850","0","Employed","Yes","rejected","180"
"139552","34735","669","382768","24.89","Self-Employed","Yes","rejected","36"
"69388","31697","794","2449555","45.68","Employed","Yes","rejected","240"
"71346","36097","530","1451146","50.59","Employed","No","approved","36"
"113764","50185","842","507265","44.11","Employed","Yes","rejected","180"
"107542","39678","797","2469950","36.9","Employed","Yes","rejected","36"
"166193","3496","802","1808668","2.1","Self-Employed","Yes","rejected","48"
"32310","2824","839","1205592","8.74","Employed","Yes","rejected","48"
"120761","56773","470","555193","47.01","Self-Employed","Yes","rejected","24"
"97890","29238","648","1406719","29.87","Employed","Yes","rejected","240"
"93574","45356","667","457561","48.47","Employed","No","approved","60"
"11689","3398","624","668445","29.07","Self-Employed","Yes","rejected","36"
"135138","20273","565","496970","15","Self-Employed","No","approved","24"
"155834","45868","751","2399651","29.43","Self-Employed","Yes","rejected","12"
"43680","16351","524","966425","37.43","Employed","Yes","rejected","60"
"148964","51624","662","1777142","34.66","Employed","No","approved","12"
"88975","25637","585","864291","28.81","Self-Employed","Yes","rejected","12"
"114113","62612","774","531978","54.87","Employed","No","approved","120"
"122030","35233","731","1717753","28.87","Employed","Yes","rejected","24"
"139828","77494","564","1209250","55.42","Employed","No","approved","180"
"45633","22589","650","1213843","49.5","Employed","No","approved","240"
"156724","16347","679","517749","10.43","Employed","No","approved","180"
"24900","10006","462","2180621","40.18","Employed","Yes","rejected","48"
"28293","16103","692","597737","56.92","Self-Employed","No","approved","180"
"41245","11969","837","257497","29.02","Employed","Yes","rejected","240"
"176607","101588","498","2079701","57.52","Self-Employed","Yes","rejected","12"
"100670","44262","477","2053858","43.97","Self-Employed","No","rejected","120"
"168384","40287","667","105424","23.93","Employed","Yes","rejected","180"
"9140","2542","723","2379427","27.81","Employed","No","rejected","120"
"118947","17754","833","1297271","14.93","Employed","No","approved","180"
"48524","11960","688","1912648","24.65","Self-Employed","No","approved","240"
"18734","7647","795","228158","40.82","Employed","Yes","rejected","120"
"154639","29923","479","929883","19.35","Employed","No","rejected","120"
"146609","70071","724","2386769","47.79","Employed","No","approved","240"
"187458","16131","665","96980","8.61","Employed","No","approved","120"
"130512","75016","654","1645430","57.48","Self-Employed","No","approved","48"
"176979","17919","483","806981","10.12","Self-Employed","Yes","rejected","12"
"74080","39646","806","1465012","53.52","Self-Employed","No","approved","36"
"104198","7738","669","1503851","7.43","Self-Employed","Yes","rejected","36"
"66789","3355","489","1582072","5.02","Employed","No","rejected","36"
"11793","4099","576","502062","34.76","Employed","Yes","rejected","60"
"144773","10914","672","1110134","7.54","Employed","No","approved","180"
"197575","117342","438","178914","59.39","Self-Employed","Yes","rejected","12"
"137309","17002","499","558462","12.38","Self-Employed","No","rejected","60"
"0","0","637","1657462","0","Self-Employed","Yes","rejected","48"
"62052","30991","452","769846","49.94","Self-Employed","Yes","rejected","12"
"0","0","431","601045","0","Self-Employed","Yes","rejected","120"
"130685","70204","474","441016","53.72","Self-Employed","Yes","rejected","48"
"197008","94329","782","743548","47.88","Self-Employed","Yes","rejected","24"
"62470","20435","427","1331496","32.71","Self-Employed","Yes","rejected","240"
"129853","41028","814","2284130","31.6","Employed","Yes","rejected","12"
"59980","30040","722","2156692","50.08","Self-Employed","Yes","rejected","36"
"124536","4667","543","1441540","3.75","Self-Employed","No","approved","36"
"105717","9394","800","1602540","8.89","Employed","Yes","rejected","60"
"124423","50038","697","1028746","40.22","Self-Employed","No","approved","180"
"194877","5005","605","1646827","2.57","Self-Employed","Yes","rejected","180"
"107743","11297","497","2289746","10.49","Employed","Yes","rejected","180"
"146354","9506","716","1429992","6.5","Self-Employed","Yes","rejected","36"
"110742","1105","767","404072","1","Self-Employed","No","approved","12"
"128739","16254","429","1576649","12.63","Employed","Yes","rejected","24"
"184101","2180","476","1373054","1.18","Employed","Yes","rejected","12"
"98993","8360","508","685958","8.45","Employed","No","approved","12"
"145097","35779","662","1362103","24.66","Employed","No","approved","12"
"111287","25592","505","708785","23","Employed","Yes","rejected","180"
"136149","28383","685","269191","20.85","Employed","No","approved","180"
"180828","22892","461","660928","12.66","Self-Employed","No","rejected","180"
"120876","21461","431","497975","17.75","Self-Employed","Yes","rejected","120"
"117131","47159","449","1509656","40.26","Employed","Yes","rejected","24"
"191877","35927","432","2514455","18.72","Self-Employed","No","rejected","36"
"189354","85334","807","726928","45.07","Employed","No","approved","180"
"183686","86142","485","2240274","46.9","Self-Employed","No","rejected","12"
"76020","42537","505","491112","55.96","Employed","No","approved","12"
"179733","10926","481","2203724","6.08","Self-Employed","Yes","rejected","24"
"125538","73766","849","1110234","58.76","Self-Employed","No","approved","12"
"107034","55871","817","2267014","52.2","Employed","No","approved","180"
"196626","10655","626","1492309","5.42","Employed","No","approved","36"
"169526","57089","780","187288","33.68","Employed","No","approved","240"
"11466","1610","643","1563393","14.04","Self-Employed","Yes","rejected","60"
"39191","9913","531","2292677","25.29","Employed","No","approved","240"
"0","0","425","414367","0","Self-Employed","Yes","rejected","120"
"136193","1532","523","1915730","1.12","Self-Employed","No","approved","60"
"49456","21969","802","1349421","44.42","Self-Employed","No","approved","36"
"0","0","440","2413136","0","Employed","Yes","rejected","120"
"139371","35214","627","465161","25.27","Self-Employed","No","approved","12"
"63074","20714","841","789611","32.84","Employed","No","approved","120"
"113310","45358","837","1845780","40.03","Self-Employed","Yes","rejected","180"
"91647","29531","756","1140068","32.22","Employed","No","approved","120"
"24184","9153","845","2269336","37.85","Self-Employed","No","rejected","24"
"59389","29554","780","724275","49.76","Self-Employed","No","approved","48"
"45754","25306","795","607495","55.31","Employed","No","approved","48"
"70490","26834","588","2374117","38.07","Self-Employed","Yes","rejected","48"
"95231","32599","568","77258","34.23","Employed","Yes","rejected","48"
"142069","43232","771","1994857","30.43","Self-Employed","No","approved","12"
"161661","49138","536","1718292","30.4","Self-Employed","Yes","rejected","60"
"175106","25077","624","572687","14.32","Self-Employed","Yes","rejected","180"
"34155","2202","763","1309900","6.45","Self-Employed","No","approved","180"
"58940","6021","421","1577357","10.22","Self-Employed","Yes","rejected","180"
"130890","22326","454","2144055","17.06","Employed","No","rejected","240"
"48751","7560","420","1288195","15.51","Self-Employed","Yes","rejected","12"
"0","0","749","1361772","0","Employed","Yes","rejected","120"
"144656","84878","521","529777","58.68","Self-Employed","Yes","rejected","60"
"25895","9223","759","1644691","35.62","Self-Employed","No","approved","36"
"201238","91845","532","497413","45.64","Employed","Yes","rejected","120"
"36930","18448","685","608845","49.95","Employed","Yes","rejected","48"
"61995","19350","558","1826371","31.21","Employed","Yes","rejected","12"
"155911","84138","629","844913","53.97","Self-Employed","Yes","rejected","12"
"176882","39216","596","2291384","22.17","Self-Employed","No","approved","24"
"121988","6313","533","723995","5.18","Self-Employed","Yes","rejected","240"
"202240","107917","565","1397995","53.36","Employed","Yes","rejected","12"
"129388","27775","657","1599772","21.47","Self-Employed","Yes","rejected","48"
"188353","63804","583","116534","33.87","Employed","No","approved","60"
"82406","423","604","1267702","0.51","Self-Employed","No","approved","180"
"172559","19254","680","1480772","11.16","Self-Employed","No","approved","120"
"204070","108704","842","1034870","53.27","Employed","Yes","rejected","60"
"120251","53733","705","65803","44.68","Self-Employed","No","approved","24"
"21579","4391","462","961695","20.35","Employed","Yes","rejected","24"
"99690","42240","807","2037348","42.37","Self-Employed","Yes","rejected","12"
"131218","5183","568","455460","3.95","Employed","Yes","rejected","120"
"204383","98805","651","351770","48.34","Self-Employed","No","approved","12"
"158148","51157","768","1744231","32.35","Self-Employed","No","approved","12"
"44583","22128","751","1313334","49.63","Employed","No","approved","12"
"163388","88311","477","125483","54.05","Employed","No","rejected","24"
"29107","15795","500","90670","54.27","Self-Employed","No","approved","240"
"202707","59718","816","318362","29.46","Self-Employed","Yes","rejected","36"
"65757","15623","827","191563","23.76","Self-Employed","Yes","rejected","12"
"128412","59862","645","2413780","46.62","Self-Employed","Yes","rejected","12"
"145990","20700","790","806835","14.18","Self-Employed","No","approved","36"
"177083","32348","593","2465456","18.27","Employed","No","approved","36"
"197067","92907","586","899417","47.14","Employed","No","approved","48"
"149533","37993","425","1310049","25.41","Employed","No","rejected","120"
"126256","60690","451","89516","48.07","Self-Employed","Yes","rejected","240"
"131424","1870","713","1609625","1.42","Self-Employed","Yes","rejected","60"
"38513","17091","625","1555907","44.38","Self-Employed","Yes","rejected","12"
"191151","79121","647","1479730","41.39","Employed","Yes","rejected","48"
"164110","41400","611","2231749","25.23","Employed","No","approved","12"
"39200","6859","841","2503563","17.5","Self-Employed","Yes","rejected","48"
"197844","43526","543","2417823","22","Self-Employed","No","approved","48"
"32165","2931","436","1416064","9.11","Employed","No","rejected","24"
"151954","89120","534","309232","58.65","Employed","No","approved","180"
"166175","86310","704","948434","51.94","Employed","Yes","rejected","60"
"116492","38144","800","1500766","32.74","Employed","No","approved","36"
"181448","58407","551","239485","32.19","Employed","Yes","rejected","24"
"0","0","724","290754","0","Employed","Yes","rejected","12"
"162543","84226","757","998434","51.82","Employed","No","approved","48"
"204349","110244","658","854301","53.95","Self-Employed","Yes","rejected","120"
"157332","25782","685","673954","16.39","Self-Employed","Yes","rejected","120"
"0","0","573","2206718","0","Employed","No","rejected","24"
"56270","17415","656","28277","30.95","Employed","No","approved","12"
"66173","7928","496","458699","11.98","Employed","Yes","rejected","180"
"112653","60303","445","1455554","53.53","Employed","Yes","rejected","120"
"159796","86544","771","990464","54.16","Self-Employed","No","approved","180"
"153209","48271","452","340715","31.51","Employed","Yes","rejected","60"
"198189","25250","596","2287681","12.74","Self-Employed","Yes","rejected","36"
"151187","66210","775","917603","43.79","Employed","No","approved","36"
"27211","13570","837","2020159","49.87","Employed","No","approved","48"
"142585","29270","481","1651053","20.53","Self-Employed","Yes","rejected","48"
"90248","34672","442","2095641","38.42","Self-Employed","No","rejected","48"
"64824","33201","433","1670599","51.22","Employed","No","rejected","36"
"48818","27284","709","2258015","55.89","Employed","Yes","rejected","48"
"21291","1243","609","437749","5.84","Self-Employed","No","approved","60"
"106447","4594","424","223572","4.32","Self-Employed","Yes","rejected","48"
"41693","9950","459","858278","23.86","Self-Employed","No","rejected","180"
"170735","80833","783","397063","47.34","Employed","Yes","rejected","120"
"46355","1966","591","706717","4.24","Self-Employed","Yes","rejected","240"
"189502","11984","479","351358","6.32","Employed","Yes","rejected","12"
"20046","11556","504","802630","57.65","Self-Employed","No","approved","12"
"128997","63694","735","1071766","49.38","Employed","Yes","rejected","12"
"198213","46225","735","592425","23.32","Employed","No","approved","240"
"18692","6493","698","819377","34.74","Employed","Yes","rejected","60"
"0","0","731","1213272","0","Self-Employed","Yes","rejected","48"
"14279","7810","531","967631","54.7","Employed","No","approved","24"
"107700","28863","532","292102","26.8","Employed","Yes","rejected","180"
"99512","48586","813","1429745","48.82","Self-Employed","Yes","rejected","60"
"101577","39979","503","135959","39.36","Employed","Yes","rejected","120"
"89838","36417","488","1457455","40.54","Self-Employed","Yes","rejected","120"
"114573","63093","505","591312","55.07","Employed","No","approved","180"
"57184","28391","553","596109","49.65","Self-Employed","No","approved","180"
"198832","16455","781","1948041","8.28","Employed","Yes","rejected","120"
"80640","12794","686","2127965","15.87","Self-Employed","No","approved","48"
"55755","6649","522","453640","11.93","Employed","No","approved","12"
"171859","68546","443","747080","39.89","Self-Employed","Yes","rejected","60"
"13590","169","776","887556","1.24","Employed","No","approved","180"
"65846","20932","708","2241392","31.79","Self-Employed","No","approved","12"
"31584","14235","449","2068156","45.07","Self-Employed","No","rejected","36"
"65061","957","651","61837","1.47","Self-Employed","Yes","rejected","36"
"87052","21691","429","417909","24.92","Self-Employed","Yes","rejected","24"
"131950","8117","814","239457","6.15","Employed","Yes","rejected","12"
"185601","82360","780","604099","44.37","Self-Employed","Yes","rejected","24"
"9851","223","553","24407","2.26","Self-Employed","No","approved","36"
"162852","14451","817","1956815","8.87","Employed","Yes","rejected","24"
"137446","44501","793","1916403","32.38","Self-Employed","No","approved","48"
"39152","11086","797","1279711","28.32","Self-Employed","No","approved","180"
"173582","44755","582","2251016","25.78","Self-Employed","Yes","rejected","36"
"103850","23933","776","2436631","23.05","Self-Employed","Yes","rejected","60"
"170525","70326","849","1954711","41.24","Self-Employed","Yes","rejected","12"
"148342","20721","578","1152884","13.97","Employed","No","approved","12"
"120335","64368","639","335203","53.49","Employed","No","approved","12"
"76607","4011","692","1322291","5.24","Self-Employed","No","approved","240"
"95108","1634","536","1744596","1.72","Employed","No","approved","120"
"24953","13947","483","2251212","55.89","Self-Employed","Yes","rejected","36"
"42156","15958","780","37502","37.85","Self-Employed","No","approved","180"
"160486","87977","765","2178102","54.82","Employed","No","approved","36"
"76885","33459","617","2089548","43.52","Employed","Yes","rejected","60"
"112139","40455","487","1681840","36.08","Employed","No","rejected","240"
"79844","7112","653","1695767","8.91","Self-Employed","No","approved","180"
"124602","12715","513","1528657","10.2","Self-Employed","Yes","rejected","36"
"74125","20108","717","1666819","27.13","Self-Employed","No","approved","36"
"0","0","673","412622","0","Employed","Yes","rejected","180"
"98254","28716","550","1786788","29.23","Employed","No","approved","240"
"68725","34138","681","1929225","49.67","Employed","No","approved","36"
"47418","10518","738","369785","22.18","Self-Employed","No","approved","12"
"121033","71803","606","1098391","59.33","Employed","Yes","rejected","240"
"192841","77459","690","2299422","40.17","Employed","No","approved","240"
"69274","5001","618","135449","7.22","Employed","Yes","rejected","120"
"50712","7814","577","492067","15.41","Employed","Yes","rejected","36"
"112062","1462","652","519824","1.3","Self-Employed","No","approved","48"
